leftside,rightside,support
&,p,0.6753743760399334
x,R,0.6748752079866889
V,G,0.6739600665557405
x,p,0.6738768718801996
&,v,0.673044925124792
V,F,0.6727953410981697
x,L,0.6717138103161397
&,G,0.670549084858569
x,b,0.6704658901830283
x,v,0.6694675540765391
V,E,0.6692179700499168
&,F,0.6675540765391015
J,x,0.6669717138103162
f,&,0.6668053244592346
f,V,0.6660565723793678
x,G,0.6660565723793678
x,F,0.6653078202995009
&,w,0.6629783693843594
V,K,0.6624792013311148
f,x,0.662063227953411
&,E,0.6619800332778703
x,E,0.6618968386023294
&,K,0.6607321131447588
., ,0.6607321131447588
.,e,0.6604825291181364
.,",",0.6603161397670549
a,.,0.6603161397670549
H,V,0.6602329450915141
.,r,0.6601497504159733
.,i,0.6600665557404326
.,n,0.6600665557404326
.,o,0.6599833610648919
H,&,0.6599833610648919
.,l,0.6597337770382695
.,t,0.6591514143094842
s,.,0.6591514143094842
V,O,0.6582362728785358
.,u,0.6573211314475873
V,w,0.6573211314475873
.,h,0.6569051580698835
N,V,0.656738768718802
.,d,0.6564891846921797
&,W,0.6559900166389351
c,.,0.6559068219633943
.,y,0.6552412645590682
m,.,0.6550748752079867
.,M,0.6549916805324459
x,K,0.6545757071547421
S,.,0.6539933444259567
N,&,0.6532445923460899
H,x,0.6530782029950083
x,w,0.6526622296173045
.,D,0.6523294509151414
C,.,0.6522462562396006
.,B,0.6516638935108153
.,g,0.6515806988352746
.,T,0.6509151414309484
V,W,0.6507487520798669
.,k,0.6506655574043261
N,x,0.6504991680532446
&,O,0.6502495840266223
.,A,0.6479201331114809
x,O,0.6472545757071547
.,R,0.647171381031614
.,P,0.6470881863560732
x,W,0.6459234608985025
z,V,0.6453410981697172
.,J,0.6450083194675541
.,L,0.6445091514143095
.,p,0.6434276206322795
.,b,0.6427620632279534
z,&,0.641846921797005
.,v,0.6405158069883528
.,G,0.6392678868552413
.,F,0.6391014975041598
x,z,0.6380199667221298
Y, ,0.6366888519134776
.,f,0.6361896838602329
e,Y,0.6360232945091514
a,Y,0.6360232945091514
",",Y,0.6359400998336107
n,Y,0.6356905158069883
.,E,0.6355241264559068
i,Y,0.6354409317803661
o,Y,0.6352745424292845
r,Y,0.6351913477537438
l,Y,0.6346921797004992
s,Y,0.6345257903494176
.,K,0.6341930116472546
t,Y,0.6336938435940099
u,Y,0.6332778702163061
I,V,0.632279534109817
h,Y,0.6319467554076539
.,w,0.6316139767054908
d,Y,0.6313643926788686
c,Y,0.6301996672212978
y,Y,0.629783693843594
I,x,0.6292845257903494
m,Y,0.6292013311148087
S,Y,0.6285357737104825
M,Y,0.6281198003327787
.,H,0.6277870216306156
I,&,0.6272046589018303
N,.,0.6267054908485857
T,Y,0.6266222961730449
g,Y,0.6266222961730449
k,Y,0.6258735440931781
B,Y,0.6253743760399334
A,Y,0.6247920133111481
C,Y,0.6247088186356073
.,W,0.6247088186356073
D,Y,0.6245424292845257
.,O,0.622712146422629
P,Y,0.621297836938436
L,Y,0.6209650582362729
R,Y,0.6209650582362729
J,Y,0.6209650582362729
p,Y,0.6185524126455907
b,Y,0.6168053244592346
F,Y,0.6156405990016639
G,Y,0.6150582362728786
.,z,0.614891846921797
v,Y,0.6148086522462562
E,Y,0.610648918469218
f,Y,0.6083194675540765
K,Y,0.6079866888519134
&,V,0.6069051580698835
I,.,0.6069051580698835
x,V,0.6061564059900166
w,Y,0.6040765391014975
N,Y,0.6039933444259568
H,Y,0.6025790349417637
x,&,0.6014975041597338
O,Y,0.6003327787021631
W,Y,0.5996672212978369
z,Y,0.5916805324459234
a,j,0.5853577371048253
j, ,0.5851913477537437
.,&,0.585108153078203
j,n,0.5850249584026622
j,e,0.5849417637271215
j,",",0.5846921797004991
j,r,0.5846921797004991
j,o,0.5846089850249584
j,i,0.5845257903494177
j,s,0.58369384359401
j,l,0.5836106489184693
I,Y,0.5835274542429284
j,t,0.5832778702163062
j,d,0.5824459234608985
.,V,0.5822795341098169
j,u,0.5821131447587354
j,h,0.5814475873544093
j,c,0.5813643926788685
.,x,0.5809484193011647
j,S,0.5801996672212978
j,M,0.5800332778702163
j,m,0.5795341098169717
j,y,0.5781198003327787
j,g,0.5778702163061564
j,D,0.577287853577371
j,A,0.576955074875208
j,k,0.5767054908485857
j,B,0.5762895174708819
j,C,0.5756239600665557
j,T,0.5754575707154742
a,-,0.5753743760399335
-, ,0.5753743760399335
e,-,0.5751247920133111
-,",",0.5751247920133111
i,-,0.574792013311148
n,-,0.5747088186356073
-,r,0.5746256239600666
-,o,0.5745424292845258
j,P,0.5743760399334442
-,l,0.5742096505823627
s,-,0.5740432612312812
t,-,0.5734608985024958
u,-,0.5732113144758736
j,L,0.5729617304492512
h,-,0.5727953410981698
j,R,0.5727953410981698
-,d,0.5714642262895174
j,b,0.5713810316139767
c,-,0.5711314475873545
S,-,0.5709650582362729
j,J,0.5707986688851914
y,-,0.570549084858569
M,-,0.5701331114808652
j,p,0.5700499168053245
m,-,0.5698003327787021
j,v,0.5698003327787021
-,T,0.5693011647254576
B,-,0.5682196339434277
g,-,0.5682196339434277
-,D,0.5681364392678868
k,-,0.5679700499168053
C,-,0.567720465890183
j,G,0.5664725457570715
A,-,0.5658901830282862
j,F,0.5657237936772047
b,-,0.5642262895174709
-,L,0.5639767054908486
p,-,0.5638103161397671
x,Y,0.5635607321131447
j,E,0.5635607321131447
j,f,0.5633111480865225
&,Y,0.5633111480865225
P,-,0.5630615640599002
R,-,0.5629783693843594
Z, ,0.5625623960066556
Z,e,0.562396006655574
J,-,0.562396006655574
a,Z,0.562396006655574
Z,",",0.5623128119800332
i,Z,0.5621464226289518
Z,n,0.562063227953411
Z,r,0.5618136439267887
j,K,0.5615640599001663
Z,o,0.5614808652246256
Z,l,0.5612312811980034
s,Z,0.5610648918469218
V,Y,0.5610648918469218
Z,d,0.5603993344425957
-,G,0.5603993344425957
Z,t,0.5603993344425957
-,v,0.5601497504159734
Z,h,0.5600665557404326
Z,u,0.5597337770382695
c,Z,0.559234608985025
-,F,0.5588186356073211
j,N,0.5582362728785357
m,Z,0.5579034941763727
Z,y,0.5577371048252912
Z,M,0.5572379367720466
Z,T,0.5569051580698835
j,H,0.5565723793677204
S,Z,0.5565723793677204
-,E,0.5560732113144758
g,Z,0.5560732113144758
Z,D,0.555657237936772
Z,k,0.5553244592346089
Z,A,0.5553244592346089
f,-,0.5552412645590682
Z,B,0.5549084858569051
C,Z,0.5545757071547421
-,K,0.5539933444259567
j,O,0.5538269550748752
j,w,0.5537437603993345
j,z,0.5530782029950083
H,-,0.5530782029950083
Z,L,0.5525790349417637
Z,P,0.552495840266223
w,-,0.5523294509151414
Z,R,0.5519134775374376
Z,p,0.5517470881863561
N,-,0.5516638935108154
J,Z,0.551414309484193
Z,b,0.5505823627287854
U, ,0.5497504159733777
U,",",0.5497504159733777
U,e,0.5497504159733777
a,U,0.5494176372712146
U,r,0.5493344425956739
U,o,0.5493344425956739
U,n,0.5492512479201331
i,U,0.5490848585690515
U,t,0.5490016638935108
s,U,0.5490016638935108
-,O,0.5490016638935108
U,l,0.54891846921797
W,-,0.5488352745424293
Z,v,0.5487520798668886
j,W,0.548585690515807
U,h,0.5482529118136439
Z,G,0.5480865224625624
U,u,0.5474209650582362
U,d,0.5473377703826955
Z,F,0.5467554076539102
U,M,0.5466722129783694
c,U,0.5462562396006656
U,y,0.5460066555740433
m,U,0.5458402662229618
.,Y,0.5457570715474209
S,U,0.5452579034941764
Z,E,0.5448419301164725
U,T,0.5448419301164725
g,U,0.5445923460898503
C,U,0.5442595673876872
Z,f,0.543594009983361
U,B,0.543594009983361
Z,K,0.543261231281198
U,k,0.5431780366056572
z,-,0.5427620632279534
U,D,0.5422628951747088
U,A,0.5410981697171381
Z,H,0.540765391014975
U,P,0.5405990016638935
N,Z,0.5402662229617304
U,p,0.5401830282861897
Z,w,0.5398502495840266
U,b,0.5396006655574044
I,j,0.5394342762063228
U,R,0.5394342762063228
U,L,0.538269550748752
U,v,0.5379367720465891
J,U,0.5377703826955075
Z,W,0.5357737104825291
U,G,0.535108153078203
U,F,0.5348585690515807
I,-,0.5346921797004992
Z,O,0.5343594009983361
U,E,0.5333610648918469
U,K,0.5328618968386023
U,f,0.5321131447587354
U,w,0.5298668885191348
U,H,0.5295341098169717
Z,z,0.5295341098169717
j,V,0.5294509151414309
N,U,0.5285357737104825
U,O,0.5260399334442596
U,W,0.525540765391015
I,Z,0.5249584026622296
j,x,0.5236272878535774
j,&,0.5222129783693844
U,z,0.5190515806988353
e,',0.5172212978369385
V,-,0.5172212978369385
a,',0.5171381031613976
', ,0.5171381031613976
s,',0.5170549084858569
n,',0.5169717138103161
i,',0.5169717138103161
l,',0.5168885191347754
",",',0.5168053244592347
',o,0.5168053244592347
',r,0.5168053244592347
t,',0.5167221297836938
h,',0.515973377703827
u,',0.5158069883527454
d,',0.5156405990016639
c,',0.5153078202995008
y,',0.5152246256239601
S,',0.5146422628951747
&,-,0.5146422628951747
x,-,0.5146422628951747
m,',0.5143094841930117
B,',0.5141430948419301
M,',0.5138935108153079
I,U,0.5133111480865225
',T,0.5128951747088186
g,',0.5128119800332779
C,',0.5128119800332779
k,',0.5128119800332779
D,',0.5122296173044925
A,',0.5116472545757071
R,',0.5103993344425957
P,',0.5103161397670549
p,',0.5094841930116473
b,',0.5094841930116473
G,',0.5092346089850249
L,',0.5088186356073211
J,',0.5082362728785358
v,',0.5074875207986689
Z,&,0.5071547420965058
Z,x,0.5061564059900167
j,.,0.5059900166389351
Z,V,0.5052412645590683
.,-,0.5044925124792013
F,',0.5043261231281198
E,',0.5031613976705491
f,',0.5031613976705491
N,',0.5030782029950083
w,',0.5018302828618968
K,',0.5015806988352746
H,',0.5012479201331115
U,V,0.5011647254575707
',O,0.5001663893510815
W,',0.49825291181364395
U,x,0.49675540765391013
U,&,0.49534109816971716
.,Z,0.4915141430948419
j,Y,0.49118136439267884
z,',0.490432612312812
-,Y,0.4903494176372712
Z,Y,0.48826955074875206
I,',0.4856073211314476
.,U,0.48369384359400996
V,',0.47487520798668886
x,',0.4717138103161398
&,',0.471630615640599
U,Y,0.46921797004991683
.,',0.46131447587354407
j,-,0.4611480865224626
é, ,0.44983361064891847
é,e,0.44983361064891847
é,o,0.4496672212978369
i,é,0.4495840266222962
é,",",0.4495008319467554
é,n,0.4495008319467554
a,é,0.44941763727121464
é,r,0.44916805324459236
s,é,0.44916805324459236
é,l,0.44875207986688853
j,Z,0.44850249584026625
é,t,0.44850249584026625
c,é,0.4482529118136439
u,é,0.4476705490848586
é,d,0.44742096505823625
é,h,0.44717138103161397
m,é,0.44625623960066557
M,é,0.4460066555740433
é,y,0.44550748752079866
S,é,0.4453410981697171
',Y,0.4452579034941764
Z,-,0.4452579034941764
é,B,0.44509151414309484
g,é,0.44484193011647255
C,é,0.4444259567387687
U,-,0.4436772046589018
é,D,0.44292845257903496
é,T,0.44242928452579033
é,A,0.4423460898502496
é,L,0.4420133111480865
é,b,0.44118136439267885
é,P,0.44118136439267885
é,k,0.440765391014975
é,R,0.4405990016638935
J,é,0.4400166389351082
j,U,0.4399334442595674
é,v,0.43835274542429287
é,p,0.43835274542429287
é,G,0.4367720465890183
é,F,0.436522462562396
é,E,0.435108153078203
f,é,0.4319467554076539
é,K,0.4304492512479201
Q, ,0.4301996672212978
Q,",",0.4300332778702163
e,Q,0.4300332778702163
u,Q,0.42995008319467554
Q,o,0.4298668885191348
n,Q,0.4298668885191348
i,Q,0.42970049916805325
a,Q,0.42970049916805325
Q,r,0.42961730449251245
s,Q,0.42945091514143097
t,Q,0.42936772046589017
Q,l,0.4292013311148086
h,Q,0.4286189683860233
Q,d,0.4285357737104825
N,é,0.42845257903494177
c,Q,0.4281198003327787
Q,T,0.42795341098169715
y,Q,0.42795341098169715
Z,U,0.4278702163061564
z,é,0.42778702163061566
S,Q,0.42770382695507486
H,é,0.4274542429284526
M,Q,0.42728785357737104
m,Q,0.426955074875208
é,w,0.4268718801996672
B,Q,0.4264559068219634
Q,D,0.42628951747088184
g,Q,0.42628951747088184
é,O,0.4262063227953411
k,Q,0.42612312811980035
A,Q,0.425873544093178
C,Q,0.4257071547420965
R,Q,0.4249584026622296
b,Q,0.4245424292845258
P,Q,0.42437603993344425
q, ,0.4236272878535774
a,q,0.4236272878535774
u,q,0.4235440931780366
Q,L,0.4235440931780366
q,e,0.42346089850249585
q,n,0.42337770382695505
p,Q,0.42337770382695505
i,q,0.42337770382695505
q,r,0.4232945091514143
q,l,0.42321131447587357
q,o,0.42312811980033277
q,",",0.42312811980033277
s,q,0.423044925124792
J,Q,0.4226289517470882
t,q,0.4223793677204659
Q,v,0.4223793677204659
q,d,0.4218801996672213
c,q,0.421630615640599
Q,G,0.4212146422628952
-,',0.4208818635607321
g,q,0.42079866888519135
M,q,0.4206322795341098
q,h,0.4206322795341098
é,W,0.4203826955074875
m,q,0.4202995008319468
Q,F,0.420216306156406
Q,E,0.420216306156406
f,Q,0.4199667221297837
S,q,0.41980033277870216
y,q,0.4197171381031614
C,q,0.41938435940099833
B,q,0.41913477537437605
I,é,0.41880199667221296
q,L,0.4186356073211314
q,P,0.4186356073211314
q,D,0.4183028286189684
A,q,0.41813643926788685
q,T,0.4180532445923461
b,q,0.4176372712146423
k,q,0.41738768718801994
R,q,0.4173044925124792
K,Q,0.41722129783693845
H,Q,0.41688851913477537
J,q,0.4168053244592346
Q,O,0.4165557404326123
w,Q,0.41613976705490846
N,Q,0.4158901830282862
j,',0.41580698835274543
q,p,0.41555740432612315
q,E,0.4149750415973378
q,v,0.414891846921797
W,Q,0.41455906821963395
q,G,0.41389351081530784
q,F,0.4132279534109817
z,Q,0.4113976705490849
é,V,0.41023294509151415
Z,',0.40898502495840267
f,q,0.4087354409317804
U,',0.40831946755407655
q,K,0.40831946755407655
I,Q,0.40757071547420964
z,q,0.4068219633943428
q,O,0.40632279534109816
N,q,0.4062396006655574
H,q,0.4051580698835274
x,é,0.40490848585690514
q,w,0.40399334442595675
I,q,0.40324459234608984
é,&,0.4004991680532446
q,W,0.39966722129783694
V,Q,0.3995840266222962
5, ,0.39866888519134774
a,5,0.39866888519134774
5,e,0.3985024958402662
5,",",0.39841930116472546
5,n,0.39841930116472546
i,5,0.39841930116472546
5,o,0.3983361064891847
5,r,0.3982529118136439
s,5,0.3981697171381032
5,l,0.3980865224625624
t,5,0.3979201331114809
5,d,0.3978369384359401
u,5,0.3975873544093178
5,h,0.3972545757071547
c,5,0.39700499168053244
M,5,0.39700499168053244
m,5,0.3969217970049917
y,5,0.3965890183028286
S,5,0.3963394342762063
x,Q,0.39608985024958404
5,T,0.39542429284525793
B,5,0.39534109816971713
C,5,0.39509151414309485
&,Q,0.3950083194675541
g,5,0.3949251247920133
5,D,0.39475873544093176
5,k,0.39475873544093176
5,A,0.39417637271214645
5,P,0.39334442595673874
5,R,0.39284525790349417
V,q,0.39267886855241263
5,p,0.3925124792013311
5,b,0.39242928452579035
5,L,0.39209650582362726
5,G,0.39176372712146423
J,5,0.3913477537437604
5,v,0.3905990016638935
5,F,0.38985024958402664
2, ,0.3896006655574043
",",2,0.38951747088186356
i,2,0.389351081530782
.,é,0.389351081530782
a,2,0.3892678868552413
e,2,0.3892678868552413
2,r,0.3891846921797005
n,2,0.38910149750415973
o,2,0.3889351081530782
s,2,0.3889351081530782
l,2,0.38885191347753745
f,5,0.3886855241264559
h,2,0.3886855241264559
t,2,0.38860232945091516
5,K,0.3882695507487521
u,2,0.38810316139767054
S,2,0.3877703826955075
c,2,0.3877703826955075
5,E,0.3876871880199667
d,2,0.38760399334442597
M,2,0.3874376039933444
m,2,0.3872712146422629
T,2,0.38718801996672214
y,2,0.38718801996672214
x,q,0.38693843594009986
&,q,0.38685524126455906
k,2,0.38652246256239603
g,2,0.38643926788685523
C,2,0.3862728785357737
.,Q,0.38618968386023295
B,2,0.3861064891846922
N,5,0.3860232945091514
D,2,0.3856905158069884
5,O,0.3853577371048253
5,w,0.38527454242928455
P,2,0.38519134775374375
H,5,0.38494176372712147
5,W,0.38419301164725456
b,2,0.3841098169717138
p,2,0.3841098169717138
A,2,0.38402662229617307
J,2,0.3833610648918469
R,2,0.3831946755407654
L,2,0.3829450915141431
G,2,0.38236272878535776
v,2,0.3821131447587354
é,Y,0.38094841930116474
z,5,0.38086522462562394
F,2,0.3807820299500832
f,2,0.3805324459234609
E,2,0.38019966722129783
K,2,0.37928452579034944
w,2,0.37920133111480864
I,5,0.3777038269550749
H,2,0.37753743760399333
N,2,0.3774542429284526
O,2,0.37653910149750414
W,2,0.37637271214642265
Q,Y,0.37637271214642265
.,q,0.3761231281198003
z,2,0.3735440931780366
I,2,0.36980033277870217
j,é,0.36888519134775377
q,Y,0.36772046589018303
5,&,0.3658901830282862
5,V,0.36472545757071545
x,5,0.36405990016638934
x,2,0.35981697171381033
é,-,0.35956738768718804
&,2,0.3584026622296173
V,2,0.35732113144758737
-,Q,0.35715474209650583
.,5,0.35715474209650583
j,Q,0.3559900166389351
j,q,0.35590682196339435
.,2,0.35565723793677206
Z,é,0.35457570715474207
Z,Q,0.35066555740432614
5,Y,0.34767054908485856
U,Q,0.34767054908485856
q,-,0.34733777038269553
2,Y,0.34359400998336104
U,é,0.3431780366056572
i,!,0.34076539101497505
a,!,0.34076539101497505
!, ,0.34068219633943425
!,",",0.34068219633943425
!,e,0.34068219633943425
!,n,0.3405990016638935
!,r,0.34043261231281197
!,o,0.34043261231281197
!,l,0.3402662229617304
s,!,0.3402662229617304
!,t,0.3399334442595674
!,h,0.33976705490848585
c,!,0.3396838602329451
Z,q,0.3396006655574043
!,y,0.33951747088186357
u,!,0.33951747088186357
!,k,0.33935108153078203
!,d,0.3391846921797005
M,!,0.33901830282861894
!,T,0.3386855241264559
m,!,0.3386855241264559
!,P,0.3386855241264559
g,!,0.33843594009983363
!,B,0.3382695507487521
C,!,0.337936772046589
!,L,0.33735440931780364
-,2,0.33735440931780364
S,!,0.33735440931780364
!,A,0.33710482529118135
!,D,0.3370216306156406
Q,',0.336522462562396
U,q,0.3362728785357737
!,R,0.33618968386023296
!,p,0.33552412645590685
U,2,0.33519134775374376
J,!,0.33519134775374376
!,b,0.3350249584026622
!,G,0.33477537437603994
!,v,0.3346921797004992
!,F,0.3329450915141431
!,E,0.3329450915141431
!,K,0.3326955074875208
!,w,0.332279534109817
f,!,0.33219633943427623
H,!,0.3317803660565724
!,O,0.3306988352745424
N,!,0.3306988352745424
é,',0.33019966722129784
!,W,0.3296173044925125
5,-,0.3293677204658902
j,5,0.3286189683860233
1, ,0.32820299500831945
a,1,0.3281198003327787
1,l,0.3280366056572379
1,e,0.3280366056572379
1,",",0.32795341098169717
1,o,0.32795341098169717
1,n,0.32795341098169717
1,r,0.3278702163061564
1,i,0.3278702163061564
1,t,0.3276206322795341
1,d,0.32753743760399334
s,1,0.3274542429284526
I,!,0.3274542429284526
1,u,0.3273710482529118
1,h,0.32720465890183026
c,1,0.3270382695507488
S,1,0.3267054908485857
1,y,0.3267054908485857
m,1,0.3267054908485857
1,T,0.3264559068219634
z,!,0.3263727121464226
1,k,0.32628951747088186
1,M,0.32587354409317804
1,B,0.32587354409317804
j,2,0.32562396006655575
q,',0.32562396006655575
C,1,0.32554076539101495
g,1,0.3254575707154742
1,D,0.32529118136439267
1,p,0.32495840266222964
1,A,0.32495840266222964
1,L,0.3247920133111481
1,P,0.32462562396006656
1,b,0.32437603993344427
1,R,0.32420965058236273
1,v,0.32371048252911816
1,F,0.3231281198003328
1,J,0.32262895174708817
Z,5,0.3223793677204659
1,G,0.3218801996672213
1,f,0.3213810316139767
1,E,0.3204658901830283
1,H,0.32029950083194675
N,1,0.3198835274542429
1,w,0.3195507487520799
1,K,0.3189683860232945
1,O,0.3189683860232945
Z,2,0.3168885191347754
!,V,0.31672212978369385
1,W,0.31647254575707157
U,5,0.31572379367720466
1,z,0.3153910149750416
e,3,0.3151414309484193
3, ,0.31505823627287854
a,3,0.31497504159733775
x,!,0.31497504159733775
3,",",0.31497504159733775
3,o,0.314891846921797
3,r,0.314891846921797
i,3,0.31472545757071546
3,l,0.31472545757071546
s,3,0.3146422628951747
n,3,0.3145590682196339
!,&,0.3145590682196339
I,1,0.31439267886855243
t,3,0.31430948419301163
u,3,0.3142262895174709
c,3,0.3141430948419301
h,3,0.31405990016638935
3,d,0.3139767054908486
M,3,0.3138935108153078
m,3,0.3138935108153078
y,3,0.31372712146422627
S,3,0.3136439267886855
C,3,0.31339434276206324
3,T,0.31306156405990015
g,3,0.31281198003327787
B,3,0.3125623960066556
3,D,0.3125623960066556
k,3,0.3125623960066556
P,3,0.3118136439267887
3,L,0.31173044925124793
b,3,0.31164725457570713
R,3,0.31164725457570713
A,3,0.31148086522462565
p,3,0.31139767054908485
3,G,0.31048252911813645
J,3,0.31039933444259565
3,v,0.3103161397670549
.,!,0.30973377703826954
3,F,0.309567387687188
f,3,0.3094009983361065
',2,0.3094009983361065
3,E,0.30815307820299503
H,3,0.3076539101497504
w,3,0.30748752079866887
N,3,0.306738768718802
K,3,0.3062396006655574
1,V,0.30590682196339436
3,O,0.305657237936772
!,Y,0.3052412645590682
W,3,0.30415973377703825
z,3,0.3030782029950083
1,x,0.30257903494176375
5,',0.30257903494176375
I,3,0.3019966722129784
X, ,0.3016638935108153
X,",",0.3016638935108153
a,X,0.3016638935108153
i,X,0.30158069883527455
1,&,0.30158069883527455
X,e,0.30149750415973375
n,X,0.30149750415973375
X,o,0.30149750415973375
X,l,0.301414309484193
X,r,0.301414309484193
t,X,0.30133111480865227
s,X,0.30124792013311147
X,d,0.30091514143094844
X,h,0.30091514143094844
y,X,0.3007487520798669
u,X,0.3006655574043261
S,X,0.30058236272878536
c,X,0.3004991680532446
M,X,0.3003327787021631
m,X,0.3003327787021631
C,X,0.3000831946755408
B,X,0.3
k,X,0.29983361064891845
g,X,0.2997504159733777
X,T,0.29958402662229616
P,X,0.29958402662229616
X,D,0.29958402662229616
A,X,0.2994176372712146
R,X,0.29925124792013313
.,1,0.29858569051580697
X,p,0.2984193011647255
X,L,0.2984193011647255
X,v,0.2983361064891847
b,X,0.29825291181364394
J,X,0.2978369384359401
X,E,0.29725457570715474
X,G,0.29700499168053246
X,F,0.29692179700499166
é,q,0.2961730449251248
X,K,0.295757071547421
f,X,0.2956738768718802
N,X,0.2956738768718802
V,3,0.29525790349417635
x,3,0.29500831946755407
&,3,0.2949251247920133
X,O,0.2945091514143095
X,w,0.2944259567387687
H,X,0.29434276206322796
X,W,0.2937603993344426
1,Y,0.2931780366056572
z,X,0.2927620632279534
I,X,0.2920965058236273
.,3,0.2888519134775374
j,!,0.287936772046589
!,-,0.28710482529118136
1,-,0.2862728785357737
x,X,0.2852745424292845
é,Q,0.2838602329450915
V,X,0.28369384359401
&,X,0.2829450915141431
3,Y,0.2829450915141431
q,Q,0.2825291181364393
U,!,0.28178036605657236
.,X,0.2788685524126456
Z,!,0.2778702163061564
j,1,0.2750415973377704
X,Y,0.2742928452579035
j,3,0.270216306156406
1,Z,0.2698003327787022
!,',0.2675540765391015
1,U,0.2671381031613977
-,3,0.2668053244592346
Q,2,0.26672212978369386
Z,3,0.26572379367720467
X,-,0.2624792013311148
é,5,0.2614808652246256
U,3,0.2608153078202995
0, ,0.26006655574043264
a,0,0.25998336106489184
0,",",0.25998336106489184
e,0,0.25998336106489184
i,0,0.2599001663893511
s,0,0.2599001663893511
l,0,0.2598169717138103
n,0,0.2598169717138103
t,0,0.2598169717138103
0,o,0.2598169717138103
0,r,0.25973377703826955
i,8,0.259567387687188
8,",",0.259567387687188
8, ,0.259567387687188
a,8,0.25948419301164727
8,e,0.25948419301164727
h,0,0.25948419301164727
u,0,0.25948419301164727
8,o,0.25948419301164727
8,l,0.25940099833610647
8,n,0.25940099833610647
8,r,0.25940099833610647
c,0,0.25940099833610647
s,8,0.2593178036605657
0,d,0.2593178036605657
S,0,0.2593178036605657
m,0,0.25906821963394344
C,0,0.25906821963394344
y,0,0.25906821963394344
u,8,0.25906821963394344
8,t,0.25906821963394344
8,d,0.25906821963394344
8,h,0.25898502495840264
8,y,0.25898502495840264
g,0,0.25898502495840264
0,T,0.25873544093178036
c,8,0.25873544093178036
S,8,0.2586522462562396
8,k,0.2586522462562396
M,0,0.2585690515806988
D,0,0.2585690515806988
B,0,0.2585690515806988
M,8,0.2584858569051581
m,8,0.2584858569051581
k,0,0.25840266222961733
8,T,0.25840266222961733
A,0,0.2582362728785358
g,8,0.258153078202995
P,0,0.25806988352745425
8,B,0.2579866888519135
C,8,0.2579866888519135
j,X,0.2579034941763727
1,',0.25782029950083196
R,0,0.2575707154742097
p,0,0.2574875207986689
8,D,0.25740432612312814
8,L,0.25740432612312814
b,0,0.25732113144758734
J,0,0.25732113144758734
8,b,0.2572379367720466
0,L,0.25715474209650585
8,P,0.25715474209650585
5,2,0.25707154742096505
8,A,0.25707154742096505
0,G,0.2569051580698835
8,p,0.256738768718802
8,R,0.2565723793677205
8,G,0.2564891846921797
8,v,0.2562396006655574
0,F,0.25615640599001666
0,v,0.25607321131447586
J,8,0.2559900166389351
f,8,0.2559068219633943
Z,X,0.25565723793677203
8,F,0.2555740432612313
0,E,0.2555740432612313
f,0,0.25540765391014975
é,2,0.25507487520798666
H,0,0.2548252911813644
K,0,0.25474209650582363
U,X,0.2545757071547421
H,8,0.25449251247920135
N,0,0.254242928452579
5,q,0.2539933444259567
8,w,0.2539933444259567
w,0,0.2539933444259567
5,Q,0.2539933444259567
8,W,0.25374376039933444
8,O,0.25374376039933444
8,K,0.25374376039933444
0,O,0.25349417637271215
N,8,0.25341098169717136
8,E,0.2533277870216306
W,0,0.25307820299500833
q,2,0.2526622296173045
z,0,0.2524126455906822
I,0,0.25108153078202994
I,8,0.24975041597337772
z,8,0.2490016638935108
3,',0.24625623960066556
x,8,0.24608985024958402
&,0,0.24550748752079868
V,0,0.24384359400998337
x,0,0.24367720465890183
8,V,0.24301164725457572
.,0,0.24284525790349418
X,',0.24242928452579035
8,&,0.24234608985024958
1,2,0.24193011647254575
!,é,0.23810316139767054
0,Y,0.23793677204658903
.,8,0.23785357737104826
8,Y,0.23419301164725456
8,-,0.23277870216306157
-,0,0.23136439267886855
!,5,0.22970049916805324
4, ,0.22720465890183028
e,4,0.22720465890183028
",",4,0.22720465890183028
l,4,0.2271214642262895
o,4,0.2271214642262895
a,4,0.2271214642262895
4,r,0.2271214642262895
i,4,0.2271214642262895
s,4,0.22703826955074874
n,4,0.22703826955074874
u,4,0.22687188019966723
t,4,0.22687188019966723
d,4,0.22653910149750417
h,4,0.2264559068219634
c,4,0.2264559068219634
S,4,0.22628951747088186
!,Q,0.22620632279534109
y,4,0.22620632279534109
M,4,0.22612312811980034
m,4,0.22612312811980034
D,4,0.2259567387687188
4,T,0.22587354409317803
R,4,0.22579034941763726
k,4,0.22570715474209652
B,4,0.22570715474209652
A,4,0.22562396006655575
g,4,0.22562396006655575
U,0,0.22562396006655575
!,q,0.2254575707154742
C,4,0.2254575707154742
p,4,0.22504159733777038
L,4,0.22504159733777038
P,4,0.2249584026622296
b,4,0.2247920133111481
j,0,0.22470881863560732
v,4,0.22437603993344427
F,4,0.2240432612312812
f,4,0.22371048252911813
J,4,0.22346089850249584
1,5,0.22312811980033279
E,4,0.22312811980033279
G,4,0.22296173044925124
j,8,0.22287853577371047
Z,0,0.2223793677204659
O,4,0.2218801996672213
N,4,0.22179700499168054
H,4,0.22171381031613976
1,Q,0.221630615640599
K,4,0.221630615640599
w,4,0.22154742096505822
Z,8,0.22071547420965057
z,4,0.22013311148086523
W,4,0.2199667221297837
I,4,0.2187188019966722
1,q,0.21838602329450915
!,2,0.2180532445923461
0,',0.21722129783693844
U,8,0.21713810316139767
